user_id,action_date,action_name,error_message,device
328356,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
328364,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
328367,2022-11-23,checkout_annual_completepayment.click.fail,"number field is required",desktop
328607,2023-01-10,checkout_annual_completepayment.click.fail,"year field is required",mobile
328640,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
328657,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
328791,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
328853,2022-11-30,checkout_annual_completepayment.click.fail,"number field is required",mobile
328869,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
328895,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
328969,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
329320,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
329337,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",mobile
329384,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
329429,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
329726,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
329771,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",mobile
329890,2022-11-26,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
330058,2022-12-18,checkout_monthly_completepayment.click.fail,"year field is required",desktop
330074,2022-11-24,checkout_annual_completepayment.click.fail,"year field is required",mobile
330089,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
330094,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
330151,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
330388,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
330514,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
330675,2022-12-01,checkout_annual_completepayment.click.fail,"year field is required",desktop
331066,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
331316,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
331330,2022-11-27,checkout_annual_completepayment.click.fail,"zip field is required",desktop
331425,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
331430,2022-11-18,checkout_monthly_completepayment.click.fail,"number field is required",desktop
331443,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
331449,2022-11-19,checkout_coins_completepayment.click.fail,"year field is required",desktop
331464,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
331515,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
331534,2022-11-21,checkout_annual_completepayment.click.fail,"year field is required",desktop
331619,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
331630,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
331661,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
331673,2022-11-22,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
331693,2023-01-18,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop
331695,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
331765,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
331775,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
331810,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
331833,2022-11-22,checkout_annual_completepayment.click.fail,"Your card number is incorrect.",mobile
331858,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
331882,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
331937,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
332013,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
332032,2022-11-21,checkout_coins_completepayment.click.fail,"number field is required",desktop
332098,2022-11-03,checkout_annual_completepayment.click.fail,"Your card's expiration year is invalid.",mobile
332175,2022-11-03,checkout_coins_completepayment.click.fail,"number field is required",mobile
332190,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
332203,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
332230,2022-11-24,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
332246,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
332256,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",desktop
332279,2022-11-24,checkout_annual_completepayment.click.fail,"year field is required",desktop
332309,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
332389,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
332489,2023-01-17,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
332599,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop
332624,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
332658,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
332700,2022-11-03,checkout_annual_completepayment.click.fail,"lastName field is required",mobile
332910,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
332968,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
333143,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
333146,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
333190,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
333264,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
333267,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
333403,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
333415,2023-01-10,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
333467,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
333486,2022-11-03,checkout_annual_completepayment.click.fail,"month field is required",mobile
333497,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
333510,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
333541,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",desktop
333566,2022-12-14,checkout_monthly_completepayment.click.fail,"Your card's security code is incorrect.",desktop
333619,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
333662,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
333679,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
333746,2022-11-23,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",desktop
333780,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
333796,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
333801,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
333804,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
333812,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
333832,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop
333853,2022-11-20,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
333875,2022-11-28,checkout_coins_completepayment.click.fail,"number field is required",mobile
333897,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
333971,2022-11-24,checkout_annual_completepayment.click.fail,"year field is required",desktop
334072,2022-11-21,checkout_monthly_completepayment.click.fail,"year field is required",desktop
334075,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
334108,2023-01-28,checkout_monthly_completepayment.click.fail,"year field is required",mobile
334271,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
334285,2022-11-27,checkout_annual_completepayment.click.fail,"number field is required",mobile
334312,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
334361,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
334433,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
334437,2022-11-03,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",mobile
334592,2022-11-29,checkout_annual_completepayment.click.fail,"year field is required",mobile
334665,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
334688,2022-11-26,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
334699,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
334724,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
334830,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
334910,2023-01-15,checkout_annual_completepayment.click.fail,"year field is required",desktop
335020,2022-11-22,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
335132,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
335237,2023-01-10,checkout_monthly_completepayment.click.fail,"year field is required",desktop
335257,2022-11-28,checkout_annual_completepayment.click.fail,"number field is required",desktop
335294,2022-11-05,checkout_quarterly_completepayment.click.fail,"number field is required",desktop
335354,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
335374,2022-11-21,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
335391,2022-11-28,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
335556,2022-12-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
335600,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
335617,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
335661,2022-11-27,checkout_annual_completepayment.click.fail,"number field is required",mobile
335687,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
335698,2023-01-20,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
335755,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
335808,2022-11-21,checkout_monthly_completepayment.click.fail,"year field is required",desktop
335998,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",desktop
336022,2022-11-28,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
336095,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
336157,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
336193,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
336214,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
336236,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
336351,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
336455,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
336553,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
336602,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
336605,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
336819,2023-01-18,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
336827,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
336848,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
336854,2022-11-03,checkout_annual_completepayment.click.fail,"year field is required",mobile
336934,2022-11-21,checkout_annual_completepayment.click.fail,"year field is required",desktop
336985,2022-11-28,checkout_annual_completepayment.click.fail,"number field is required",desktop
337006,2023-01-25,checkout_annual_completepayment.click.fail,"year field is required",desktop
337062,2022-11-21,checkout_annual_completepayment.click.fail,"year field is required",desktop
337065,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
337297,2022-12-01,checkout_annual_completepayment.click.fail,"year field is required",desktop
337349,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop
337395,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop
337417,2022-11-25,checkout_annual_completepayment.click.fail,"year field is required",desktop
337444,2022-11-25,checkout_annual_completepayment.click.fail,"year field is required",desktop
337447,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
337502,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
337625,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
337753,2022-11-22,checkout_monthly_completepayment.click.fail,"number field is required",desktop
337793,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
337967,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
338029,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
338140,2022-11-25,checkout_annual_completepayment.click.fail,"year field is required",desktop
338222,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
338224,2022-11-25,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
338230,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
338239,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
338338,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile
338572,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop
338584,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
338745,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
338952,2022-12-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
339158,2022-11-21,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop
339197,2023-01-17,checkout_annual_completepayment.click.fail,"number field is required",mobile
339247,2022-11-25,checkout_annual_completepayment.click.fail,"number field is required",desktop
339302,2022-11-19,checkout_coins_completepayment.click.fail,"Your card has insufficient funds.",desktop
339485,2022-11-19,checkout_monthly_completepayment.click.fail,"Your card number is incorrect.",mobile
339511,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
339582,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop
339617,2022-11-03,checkout_coins_completepayment.click.fail,"lastName field is required",mobile
339645,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
339665,2023-01-04,checkout_quarterly_completepayment.click.fail,"lastName field is required",desktop
339682,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
339791,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
339864,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
340132,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
340281,2022-11-03,checkout_annual_completepayment.click.fail,"year field is required",mobile
340403,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
340487,2022-11-21,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
340533,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
340603,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
340696,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
340758,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop
340773,2022-11-07,checkout_annual_completepayment.click.fail,"number field is required",desktop
340927,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",mobile
341095,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
341098,2022-12-27,checkout_monthly_completepayment.click.fail,"number field is required",desktop
341245,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
341261,2022-11-04,checkout_coins_completepayment.click.fail,"number field is required",mobile
341430,2023-01-18,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",mobile
341446,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
341682,2022-11-17,checkout_quarterly_completepayment.click.fail,"Invalid account.",desktop
341683,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
341793,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
342005,2022-11-30,checkout_annual_completepayment.click.fail,"number field is required",mobile
342059,2022-11-21,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
342174,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
342223,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
342231,2022-11-24,checkout_annual_completepayment.click.fail,"month field is required",mobile
342512,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile
342544,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
342574,2022-11-21,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
342640,2022-11-17,checkout_monthly_completepayment.click.fail,"year field is required",desktop
342729,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
342919,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
342932,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
342998,2022-11-25,checkout_annual_completepayment.click.fail,"lastName field is required",mobile
343018,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
343196,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
343239,2022-11-23,checkout_annual_completepayment.click.fail,"number field is required",desktop
343301,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
343303,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
343379,2022-11-24,checkout_annual_completepayment.click.fail,"year field is required",desktop
343473,2022-12-05,checkout_annual_completepayment.click.fail,"number field is required",desktop
343516,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop
343534,2022-11-21,checkout_annual_completepayment.click.fail,"number field is required",desktop
343604,2022-11-28,checkout_annual_completepayment.click.fail,"number field is required",desktop
343646,2022-11-29,checkout_monthly_completepayment.click.fail,"Your card is not supported.",desktop
343700,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
343757,2023-01-12,checkout_annual_completepayment.click.fail,"number field is required",desktop
343815,2022-11-23,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
343832,2022-11-29,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
343888,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
343952,2022-11-28,checkout_annual_completepayment.click.fail,"lastName field is required",mobile
344040,2022-11-25,checkout_annual_completepayment.click.fail,"year field is required",desktop
344107,2022-11-07,checkout_annual_completepayment.click.fail,"year field is required",desktop
344279,2022-11-28,checkout_annual_completepayment.click.fail,"month field is required",mobile
344346,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",mobile
344384,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",desktop
344453,2022-11-23,checkout_annual_completepayment.click.fail,"year field is required",desktop
344537,2022-11-23,checkout_annual_completepayment.click.fail,"year field is required",desktop
344669,2022-11-19,checkout_coins_completepayment.click.fail,"firstName field is required",desktop
344687,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",desktop
344707,2022-11-16,checkout_monthly_completepayment.click.fail,"Your card is not supported.",mobile
344801,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
344866,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop
344935,2022-11-24,checkout_annual_completepayment.click.fail,"year field is required",desktop
344968,2022-11-21,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
345002,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
345283,2022-11-24,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
345439,2023-01-30,checkout_annual_completepayment.click.fail,"number field is required",mobile
345487,2022-11-27,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
345508,2022-11-25,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop
345771,2022-11-26,checkout_annual_completepayment.click.fail,"number field is required",mobile
346036,2022-11-23,checkout_monthly_completepayment.click.fail,"number field is required",desktop
346485,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
346545,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
346626,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
346634,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
346837,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
346914,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",desktop
347074,2022-11-04,checkout_monthly_completepayment.click.fail,"Your card is not supported.",desktop
347119,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
347184,2022-11-28,checkout_monthly_completepayment.click.fail,"Your card is not supported.",desktop
347232,2022-11-26,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop
347309,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
347335,2022-12-17,checkout_monthly_completepayment.click.fail,"number field is required",desktop
347420,2022-11-27,checkout_annual_completepayment.click.fail,"number field is required",mobile
347473,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",mobile
347588,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
347634,2022-11-24,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
347665,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
347711,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
347751,2022-12-02,checkout_annual_completepayment.click.fail,"Your card is not supported.",mobile
347809,2022-11-22,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile
347949,2022-11-22,checkout_annual_completepayment.click.fail,"month field is required",desktop
348043,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
348119,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",desktop
348279,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop
348328,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
348685,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",desktop
348742,2022-11-28,checkout_annual_completepayment.click.fail,"number field is required",mobile
348946,2022-11-15,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
349027,2022-11-05,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
349077,2022-11-23,checkout_monthly_completepayment.click.fail,"year field is required",desktop
349090,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop
349093,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop
349179,2022-12-01,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop
349223,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
349365,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
349491,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
349519,2022-11-21,checkout_annual_completepayment.click.fail,"number field is required",desktop
349663,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",desktop
349826,2023-01-18,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
350412,2022-11-28,checkout_annual_completepayment.click.fail,"number field is required",desktop
350429,2022-11-28,checkout_annual_completepayment.click.fail,"Your card is not supported.",mobile
350465,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
350491,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
350546,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
350589,2022-11-25,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
350839,2022-11-24,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
350966,2023-01-31,checkout_annual_completepayment.click.fail,"number field is required",mobile
351071,2022-11-23,checkout_annual_completepayment.click.fail,"number field is required",desktop
351273,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
351620,2022-11-25,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
351668,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop
351701,2022-11-25,checkout_annual_completepayment.click.fail,"year field is required",desktop
351808,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop
351931,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
351937,2022-11-27,checkout_annual_completepayment.click.fail,"lastName field is required",mobile
352026,2022-11-04,checkout_annual_completepayment.click.fail,"lastName field is required",mobile
352044,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
352158,2022-11-06,checkout_coins_completepayment.click.fail,"number field is required",desktop
352216,2022-11-25,checkout_annual_completepayment.click.fail,"year field is required",desktop
352235,2022-11-19,checkout_monthly_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
352318,2022-11-26,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
352483,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile
352521,2022-11-04,checkout_quarterly_completepayment.click.fail,"year field is required",desktop
352781,2022-11-22,checkout_annual_completepayment.click.fail,"number field is required",desktop
352853,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",desktop
352966,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
353255,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
353491,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop
353669,2023-01-09,checkout_monthly_completepayment.click.fail,"year field is required",desktop
353824,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",desktop
353853,2022-11-04,checkout_coins_completepayment.click.fail,"zip field is required",mobile
353916,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
353930,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
354049,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
354070,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
354080,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",desktop
354167,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop
354201,2023-01-20,checkout_annual_completepayment.click.fail,"year field is required",desktop
354667,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile
354817,2022-12-02,checkout_annual_completepayment.click.fail,"year field is required",desktop
355029,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile
355094,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile
355146,2022-11-05,checkout_coins_completepayment.click.fail,"number field is required",mobile
355247,2022-11-28,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile
355398,2022-11-27,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
355447,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile
355908,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile
355948,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",desktop
356116,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",desktop
356271,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile
356421,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile
356425,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile
356507,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile
356827,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile
356985,2022-11-22,checkout_coins_completepayment.click.fail,"number field is required",desktop
357116,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile
357136,2023-01-22,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",mobile
357139,2022-12-01,checkout_annual_completepayment.click.fail,"number field is required",desktop
357465,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile
357899,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile
357903,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile
357982,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile
357983,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",desktop
358019,2023-01-26,checkout_annual_completepayment.click.fail,"year field is required",desktop
358029,2022-11-05,checkout_coins_completepayment.click.fail,"number field is required",desktop
358063,2022-11-05,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop
358274,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",mobile
358961,2022-11-05,checkout_coins_completepayment.click.fail,"number field is required",mobile
359142,2022-12-01,checkout_annual_completepayment.click.fail,"cvv field is required",mobile
359216,2022-11-18,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
359274,2022-12-02,checkout_annual_completepayment.click.fail,"Your card is not supported.",mobile
359382,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile
359670,2022-11-22,checkout_annual_completepayment.click.fail,"firstName field is required",desktop
359803,2022-11-21,checkout_monthly_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
359890,2022-11-26,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
